date,language,rating
2025-02-01,Rust,1.47
2025-03-03,C,9.53
2025-03-03,C#,4.87
2025-03-03,Java,10.36
2025-03-03,Rust,1.23
2025-04-01,C,9.94
2025-04-01,C#,4.39
2025-04-01,Java,9.63
2025-04-01,Rust,0.96
2025-05-02,C,9.71
2025-05-02,C#,4.22
2025-05-02,Java,9.31
2025-05-02,Rust,0.94
2025-06-01,C,9.47
2025-06-01,C#,4.69
2025-06-01,Java,8.84
2025-06-01,Rust,0.97
2025-07-02,C,9.65
2025-07-02,C#,4.87
2025-07-02,Java,8.76
2025-07-02,Rust,1.01
2025-08-02,C,9.03
2025-08-02,C#,5.52
2025-08-02,Java,8.59
2025-08-02,Rust,1.13
2025-09-02,C,8.65
2025-09-02,C#,6.38
2025-09-02,Java,8.35
2025-09-02,Rust,1.01
2025-10-02,C,9.29
2025-10-02,C#,6.94
2025-10-02,Java,8.35
2025-10-02,Rust,1.19
2025-11-01,C,9.68
2025-11-01,C#,7.65
2025-11-01,Java,8.54
2025-11-01,Rust,1.39
2025-12-02,C,10.11
2025-12-02,C#,7.26
2025-12-02,Java,8.7
2025-12-02,Rust,1.3
2026-01-01,C,10.99
2026-01-01,C#,7.39
2026-01-01,Java,8.71
2026-01-01,Rust,1.51
2026-02-01,C,11.05
2026-02-01,C#,6.83
2026-02-01,Java,8.12
2026-02-01,Rust,1.32
2026-03-01,C,11.55
2026-03-01,C#,6.36
2026-03-01,Java,7.99
2026-03-01,Rust,1.31
2026-04-03,C,12.34
2026-04-03,C#,5.98
2026-04-03,Java,7.79
2026-04-03,Rust,1.09
2026-05-02,C,11.55
2026-05-02,C#,5.41
2026-05-02,Java,7.94
2026-05-02,Rust,1.14
2026-06-04,C,10.77
2026-06-04,C#,4.85
2026-06-04,Java,7.9
2026-06-04,Rust,1.26
2026-07-03,C,10.86
2026-07-03,C#,4.49
2026-07-03,Java,8.03
2026-07-03,Rust,1.34
2026-08-03,C,11.1
2026-08-03,C#,4.09
2026-08-03,Java,8.25
2026-08-03,Rust,1.45
